accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000307935.1	0	68.88	0	451	c__Gammaproteobacteria (UID4443)	270	0	1340520	95.9707903780069	13	505174	36.1665234822451	1396800	GB_GCA_000307935.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__D2472 sp000307935	not type material	none	f	2	2	402564	402564	53766	1	2885	AMWX01000006.1	53766	1	109	AMWX01000006.1	2885	5328	0	100	AMWX01000006.6511.9405	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;SAR86 cluster bacterium SAR86E	107446	107446	f	f	t	346914	346914	Contig	ntsars86ev1.0	na	PRJNA170317	SAMN02436393	13	346914	none	2012-10-24	GCA_000307935.1	derived from single cell	full	SAR86E	single cell isolated from 0.8 micron filter from seawater collected from 1m depth in the Scripps Institution of Oceanography Pier	32.87 N 117.26 W	0	1	SAR86 cluster bacterium SAR86E	1403	na	3	none	none	none	none	none	2012/10/24	0	1208365	1	SAR86E	J. Craig Venter Institute	1208365	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__Gammaproteobacteria incertae sedis;x__SAR86 cluster;s__SAR86 cluster bacterium SAR86E	0	1396800	11	33	none	1396800	0	AMWX00000000.1	1401	13	53766	1	none	none	none	none	none	none	1530	AMWX01000006.1	1526	2819	0	100	AMWX01000006.4726.6251	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;SAR86 cluster bacterium SAR86E	0	19	33	0
GB_GCA_000307955.1	0	100	0	280	c__Deltaproteobacteria (UID3217)	168	0	3850881	87.6890633261665	489	2885526	65.7068011562289	4391518	GB_GCA_000307955.1	t	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Solidesulfovibrio;s__Solidesulfovibrio magneticus_A	not type material	none	f	92	92	55591	55591	2079	2	1737	ALAO01000319.1	813	1	109	ALAO01000446.1	1737	3142	0	99.309	LP130708.1826778.1829698	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio magneticus RS-1	8980	8980	f	f	t	15124	15124	Contig	ASM30795v1	na	PRJNA169936	SAMN01813472	489	15124	Australia	2012-10-24	GCA_000307955.1	derived from metagenome	full	none	sub-cultured for isolation from anaerobic microbial enrichment culture derived from a coal seam gas formation water sample	none	0	0	Desulfovibrio magneticus str. Maddingley MBC34	3940	na	2	none	none	none	none	none	2012/10/24	0	184917	0	Maddingley MBC34	Commonwealth Scientific and Industrial Research Organisation	1206767	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio magneticus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio magneticus;x__Desulfovibrio magneticus str. Maddingley MBC34	0	4391518	11	48	none	4391518	0	ALAO00000000.1	3939	489	511	2	none	none	none	none	none	none	509	ALAO01000288.1	503	929	0	100	JAGC01000009.588616.590144	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio cf. magneticus IFRC170	0	20	44	1
GB_GCA_000312965.1	0	99.29	0.11	940	g__Staphylococcus (UID301)	178	0	2481441	83.9373595584482	97	964461	32.6239107587489	2956301	RS_GCF_001027105.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	not type material	none	f	13	13	197579	197579	3117	1	2915	AMRB01000085.1	none	0	none	none	2915	5371	0	99.931	AMRE01000090.13.2930	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus PPUKM-775-2009	30477	30477	f	f	t	54118	54118	Contig	Staaur#17	na	PRJNA175856	SAMN02471406	97	54118	Malaysia: at Universiti Kebangsaan Malaysia Medical Center	2012-11-13	GCA_000312965.1	none	full	none	tracheal aspirate from an ICU patient	none	0	none	Staphylococcus aureus PPUKM-261-2009	0	na	none	none	none	none	none	none	2012/11/13	0	1280	none	PPUKM-261-2009	UKM Medical Centre	1235275	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;x__Staphylococcus aureus PPUKM-261-2009	0	2956301	none	none	none	2956301	0	AMRB00000000.1	2989	97	1099	1	none	none	none	none	none	none	1040	AMRB01000096.1	1041	1916	0	99.904	CP031779.547336.548889	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	0	19	45	0
GB_GCA_000330025.1	0	98.32	0.71	1169	f__Enterobacteriaceae (UID5139)	340	0	3986233	86.0968608664475	297	2414787	52.1559026682851	4629940	RS_GCF_000006945.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	not type material	none	f	45	45	106536	106536	2398	2	2350	ALHD01000125.1	5695	3	110	ALHD01000258.1	2350	4340	0	100	CP033340.4316853.4319780	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Enteritidis	15589	15589	t	f	f	30444	30444	Contig	ASM33002v1	na	PRJNA62797	SAMN01041088	297	30444	none	2012-12-31	GCA_000330025.1	none	full	none	clinical	none	0	0	Salmonella enterica subsp. enterica serovar Enteritidis str. 22558	4511	na	6	none	none	none	none	none	2012/12/31	0	28901	1	22558	FDA	984214	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;sb__Salmonella enterica subsp. enterica;x__Salmonella enterica subsp. enterica serovar Enteritidis;x__Salmonella enterica subsp. enterica serovar Enteritidis str. 22558	0	4629940	11	64	none	4629940	0	ALHD00000000.1	5067	297	1739	1	none	none	none	none	none	none	1537	ALHD01000083.1	1537	2839	0	100	CP032449.4801129.4802680	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Dublin	0	18	63	1
GB_GCA_000331975.1	0	55.75	0	152	k__Bacteria (UID2565)	93	0	231464	87.8651335643869	1	79543	30.1950036252377	263431	GB_GCA_000331975.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Blattabacteriaceae;g__Uzinura;s__Uzinura diaspidicola	not type material	none	f	1	1	263431	263431	263431	1	2880	CP003263.1	263431	1	87	CP003263.1	2860	5282	0	100	CP003263.42316.45175	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;Candidatus Uzinura diaspidicola str. ASNER	263431	263431	f	f	t	263431	263431	Complete Genome	ASM33197v1	na	PRJNA81015	SAMN02604333	none	none	none	2013-01-17	GCA_000331975.1	none	full	none	none	none	1	0	Candidatus Uzinura diaspidicola str. ASNER	none	na	3	none	none	none	none	none	2013/01/17	0	670956	1	ASNER	Yale University	1133592	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__Candidatus Uzinura diaspidicola	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;x__Flavobacteriales incertae sedis;x__Candidatus Uzinura;s__Candidatus Uzinura diaspidicola;x__Candidatus Uzinura diaspidicola str. ASNER	0	263431	11	30	none	263431	0	none	253	1	263431	1	none	none	none	none	none	none	1526	CP003263.1	1526	2819	0	100	CP003263.45423.46954	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;Candidatus Uzinura;Candidatus Uzinura diaspidicola str. ASNER	0	20	30	0
GB_GCA_000342885.1	0	98.82	0	140	k__Bacteria (UID2495)	85	0	3079064	81.5825033941219	198	1519445	40.2590290002681	3774172	RS_GCF_003046425.1	f	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii	not type material	none	f	33	33	134368	134368	32869	6	1743	AOWM01000019.1	32861	1	110	AOWM01000136.1	1743	3219	0	100	CP033440.2625684.2629315	Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira borgpetersenii serovar Hardjo-bovis	19061	19061	f	f	t	33297	33297	Contig	CA_glsol060	na	PRJNA188978	SAMN01919805	198	33297	none	2013-03-01	GCA_000342885.1	none	full	none	none	none	0	none	Leptospira borgpetersenii serovar Hardjo-bovis str. Lely 607	none	na	none	none	none	none	none	none	2013/03/01	0	174	none	Lely 607	J. Craig Venter Institute	1291206	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii;x__Leptospira borgpetersenii serovar Hardjo-bovis;x__Leptospira borgpetersenii serovar Hardjo-bovis str. Lely 607	0	3774172	none	none	none	3774172	0	AOWM00000000.1	3575	198	21933	1	none	none	none	none	none	none	1505	AOWM01000116.1	1505	2774	0	99.934	CP000348.2626134.2627642	Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira borgpetersenii serovar Hardjo-bovis str. L550	0	20	37	0
GB_GCA_000355135.1	0	95.29	0	140	k__Bacteria (UID2495)	85	0	3062548	81.545237393437	187	1511484	40.2456783032892	3755643	RS_GCF_003046425.1	f	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii	not type material	none	f	34	34	134346	134346	10943	6	1743	AQCK01000028.1	12480	1	110	AQCK01000048.1	1743	3219	0	100	CP033440.2625684.2629315	Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira borgpetersenii serovar Hardjo-bovis	20083	20083	f	f	t	32590	32590	Contig	CA_glsol077	na	PRJNA191805	SAMN01994529	187	32590	none	2013-04-06	GCA_000355135.1	none	full	none	none	none	0	none	Leptospira borgpetersenii serovar Hardjo-bovis str. Sponselee	none	na	none	none	none	none	none	none	2013/04/06	0	174	none	Sponselee	J. Craig Venter Institute	1303729	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii;x__Leptospira borgpetersenii serovar Hardjo-bovis;x__Leptospira borgpetersenii serovar Hardjo-bovis str. Sponselee	0	3755643	none	none	none	3755643	0	AQCK00000000.1	3564	187	22178	1	none	none	none	none	none	none	1505	AQCK01000120.1	1505	2780	0	100	CP033440.2597440.2598953	Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira borgpetersenii serovar Hardjo-bovis	0	20	37	0
GB_GCA_000372185.1	11	74.4	0.79	315	o__Actinomycetales (UID1696)	190	0	1080418	94.8992086008661	43	542017	47.6088711342063	1138490	GB_GCA_000372185.1	t	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp000372185	not type material	none	f	5	5	179113	179113	94645	1	3084	AQUA01000007.1	94645	1	110	AQUA01000007.1	3084	5696	0	100	AQUA01000007.16680.19769	Bacteria;Actinobacteriota;Actinobacteria;uncultured;actinobacterium SCGC AAA278-O22	26476	26476	f	f	t	116252	116252	Contig	ASM37218v1	na	PRJNA77629	SAMN02261280	43	116252	none	2013-04-19	GCA_000372185.1	derived from single cell	full	none	none	none	0	none	actinobacterium SCGC AAA278-O22	0	na	none	none	none	none	none	none	2013/04/19	0	932044	none	SCGC AAA278-O22	JGI	932044	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;x__unclassified Actinomycetia;s__actinobacterium SCGC AAA278-O22	0	1138490	none	none	none	1138490	0	AQUA00000000.1	1195	43	94645	1	none	none	none	none	none	none	1510	AQUA01000007.1	1510	2778	0	99.868	CP016773.631592.633114	Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;Candidatus Planktophila sulfonica	0	19	39	0
GB_GCA_000383895.1	0	99.87	1.41	569	o__Burkholderiales (UID4002)	249	0	5714269	91.0937930170346	27	3992369	63.687818788531	6272951	GB_GCA_000383895.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__Duganella zoogloeoides	type strain of species	LPSN	t	4	4	1072952	1072952	none	0	none	none	3175	8	106	KB912941.1	none	none	none	none	none	none	232172	272737	f	f	t	705743	707523	Scaffold	ASM38389v1	na	PRJNA181376	SAMN02441676	27	705743	none	2013-04-26	GCA_000383895.1	none	full	none	none	none	0	none	Duganella zoogloeoides ATCC 25935	none	na	none	23	4	707523	359525	138538	2013/04/26	4	75659	none	ATCC 25935	DOE Joint Genome Institute	1261617	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__Duganella zoogloeoides	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;s__Duganella zoogloeoides;x__Duganella zoogloeoides ATCC 25935	4297	6272951	none	none	none	6268654	0	ARJV00000000.1	5342	23	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	4297	19	69	0
GB_GCA_000384895.1	13	94.04	0.66	242	p__Proteobacteria (UID3880)	151	0	1654834	93.9305684135721	55	658017	37.3501915708812	1761763	RS_GCF_001281385.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis	not type material	none	f	6	6	243562	243562	170791	1	2885	ARQW01000002.1	170791	1	109	ARQW01000002.1	2885	5328	0	100	CP006911.1523142.1526050	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;Candidatus Thioglobus;Candidatus Thioglobus singularis PS1	32032	32032	t	f	f	111991	111991	Contig	ASM38489v1	na	PRJNA195659	SAMN02440972	55	111991	none	2013-04-26	GCA_000384895.1	derived from single cell	full	none	none	none	0	none	gamma proteobacterium SCGC AAA076-D02	0	na	none	none	none	none	none	none	2013/04/26	0	1007114	none	SCGC AAA076-D02	DOE Joint Genome Institute	1007114	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__gamma proteobacterium SCGC AAA076-D02	0	1761763	none	none	none	1761763	0	ARQW00000000.1	1788	55	170791	1	none	none	none	none	none	none	1536	ARQW01000002.1	1536	2832	0	99.935	CP006911.1526615.1528157	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;SUP05 cluster;Candidatus Thioglobus singularis PS1	0	19	35	0
GB_GCA_000385635.1	0	85.39	0	143	k__Bacteria (UID2495)	89	0	953752	88.7467909320743	7	391056	36.3878294092524	1074689	GB_GCA_000385635.1	t	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Vermiphilus;s__Vermiphilus pyriformis	not type material	none	f	2	2	464047	464047	273590	1	2994	ARQD01000002.1	273590	1	110	ARQD01000002.1	2994	5529	0	100	ARQD01000002.99696.102709	Bacteria;Dependentiae;Babeliae;Babeliales;candidate division TM6 bacterium JCVI TM6SC1	153527	153527	f	f	t	273590	273590	Contig	ASM38563v1	na	PRJNA193445	SAMN02436396	7	273590	USA: San Diego; California	2013-04-29	GCA_000385635.1	derived from single cell	full	none	single cell isolated from hospital sink drain biofilm; amplified by MDA	none	0	0	candidate division TM6 bacterium JCVI TM6SC1	860	na	3	none	none	none	none	none	2013/04/29	0	1763547	1	TM6SC1	J. Craig Venter Institute	1306947	d__Bacteria;p__;c__;o__;f__;g__Vermiphilus;s__Vermiphilus pyriformis	d__Bacteria;x__Bacteria incertae sedis;x__Bacteria candidate phyla;x__Candidatus Dependentiae;g__Vermiphilus;s__Vermiphilus pyriformis;x__candidate division TM6 bacterium JCVI TM6SC1	0	1074689	11	38	none	1074689	0	ARQD00000000.1	1008	7	273590	1	none	none	none	none	none	none	1537	ARQD01000002.1	1537	2839	0	100	ARQD01000002.97686.99234	Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;candidate division TM6 bacterium JCVI TM6SC1	0	20	38	0
GB_GCA_000385755.1	0	98.23	0.21	761	g__Streptococcus (UID584)	238	0	1818952	85.7710592604538	138	841313	39.6713641589169	2120706	RS_GCF_001457635.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	not type material	none	f	19	19	100779	100779	5247	1	2897	AQTO01000075.1	5247	1	108	AQTO01000075.1	2897	5350	0	100	AQTO01000075.2151.5054	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae 801	15367	15367	t	f	f	37191	37191	Contig	ASM38575v1	na	PRJNA176675	SAMN02470835	138	37191	none	2013-04-30	GCA_000385755.1	none	full	none	none	none	0	0	Streptococcus pneumoniae 801	2249	na	3	none	none	none	none	none	2013/04/30	0	1313	1	801	Research Institute of Physical-Chemical Medicine, Moscow, Russia	1239786	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae 801	0	2120706	11	38	none	2120706	0	AQTO00000000.1	2320	138	5247	1	none	none	none	none	none	none	1542	AQTO01000075.1	1542	2848	0	100	CP025256.1981887.1983438	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae	0	19	36	0
GB_GCA_000390365.1	0	99.65	0	773	g__Staphylococcus (UID294)	178	0	2242037	83.4880990460841	100	852415	31.7418971891935	2685457	RS_GCF_006742205.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	not type material	none	f	16	16	137281	137281	3248	1	2915	APHU01000072.1	39619	2	109	APHU01000027.1	2915	5384	0	100	APHU01000072.175.3094	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis 41tr	26854	26854	t	f	f	63976	63976	Contig	Step41tr	na	PRJNA189499	SAMN02470858	100	63976	Russia	2013-05-13	GCA_000390365.1	none	full	none	none	none	0	0	Staphylococcus epidermidis 41tr	2502	na	4	none	none	none	none	none	2013/05/13	0	1282	1	41tr	Research Institute of Physical-Chemical Medicine	1294271	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;x__Staphylococcus epidermidis 41tr	0	2685457	11	60	none	2685457	0	APHU00000000.1	2705	100	1679	1	none	none	none	none	none	none	1548	APHU01000079.1	1548	2859	0	100	CP030246.2312348.2313900	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis	0	20	58	0
GB_GCA_000397325.1	0	98.31	0.69	1173	f__Enterobacteriaceae (UID5124)	336	25	4344985	87.5683897377151	298	2512049	50.6275823442975	4961819	RS_GCF_003697165.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	not type material	none	f	33	33	266406	266406	38665	4	2935	AOQG01000111.1	701	5	355	AOQG01000290.1	2927	5406	0	100	AOQG01000111.35654.38581	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli TOP293-1	16650	16650	t	f	f	43724	43724	Contig	Ec13_E2F1_TOP293-1_120714	na	PRJNA187034	SAMN01894013	298	43724	USA: Seattle; WA	2013-05-16	GCA_000397325.1	none	full	none	feces from female	none	0	none	Escherichia coli TOP293-1	0	na	none	none	none	none	none	none	2013/05/16	0	562	none	TOP293-1	National University of Singapore, Genome Institute of Singapore	1286334	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli;x__Escherichia coli TOP293-1	0	4961819	none	none	none	4961819	0	AOQG00000000.1	5096	298	19463	5	none	none	none	none	none	none	1546	AOQG01000139.1	1546	2793	0	99.353	CP032261.4674941.4676494	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli	0	20	85	1
GB_GCA_000404825.1	24	62.64	0	147	k__Bacteria (UID2495)	91	0	1449272	88.9909011753928	124	598540	36.7532105483569	1628562	GB_GCA_000404785.1	f	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__JGIOTU-2;f__JGIOTU-2;g__JGIOTU-2;s__JGIOTU-2 sp000404785	not type material	none	f	22	22	71154	71154	7421	2	2362	ASNK01000082.1	7421	1	107	ASNK01000082.1	1354	2501	0	100	ASNH01000016.5138.8082	Bacteria;Cloacimonadota;Cloacimonadia;JGIOTU-2;Cloacimonetes bacterium SCGC AAA255-C20	13133	13133	f	f	t	22492	22492	Contig	ASM40482v1	na	PRJNA192350	SAMN02441272	124	22492	none	2013-06-03	GCA_000404825.1	derived from single cell	full	none	none	none	0	none	Cloacimonetes bacterium SCGC AAA252-E20	0	na	none	none	none	none	none	none	2013/06/03	0	1046954	none	SCGC AAA252-E20	DOE Joint Genome Institute	1046954	d__Bacteria;p__Candidatus Cloacimonetes;c__;o__;f__;g__;s__	d__Bacteria;x__FCB group;p__Candidatus Cloacimonetes;x__unclassified Candidatus Cloacimonetes;s__Cloacimonetes bacterium SCGC AAA252-E20	0	1628562	none	none	none	1628562	0	ASNK00000000.1	1493	124	2435	1	none	none	none	none	none	none	1339	ASNK01000115.1	1328	2453	0	100	AWNX01000092.8321.9853	Bacteria;Cloacimonadota;Cloacimonadia;MSBL2;Cloacimonetes bacterium JGI OTU-1	0	14	24	1
GB_GCA_000405145.1	33	66.6	0	147	k__Bacteria (UID2495)	91	0	1633615	91.6903055903856	84	652592	36.6288680104152	1781666	GB_GCA_000493945.1	f	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedentaceae;g__Hydrogenedens;s__Hydrogenedens terephthalicus	not type material	none	f	17	17	97748	97748	62432	1	3008	ASNV01000007.1	62432	1	110	ASNV01000007.1	3000	5541	0	100	ASNV01000007.10192.13193	Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;Hydrogenedentes bacterium JGI 0000077-O16	21210	21210	f	f	t	36411	36411	Contig	ASM40514v1	na	PRJNA192279	SAMN02440547	84	36411	none	2013-06-03	GCA_000405145.1	derived from single cell	full	none	none	none	0	none	Hydrogenedentes bacterium JGI 0000077-O16	0	na	none	none	none	none	none	none	2013/06/03	0	1104620	none	JGI 0000077-O16	DOE Joint Genome Institute	1104620	d__Bacteria;p__Candidatus Hydrogenedentes;c__;o__;f__;g__;s__	d__Bacteria;x__FCB group;p__Candidatus Hydrogenedentes;x__unclassified Candidatus Hydrogenedentes;s__Hydrogenedentes bacterium JGI 0000077-O16	0	1781666	none	none	none	1781666	0	ASNV00000000.1	1517	84	62432	1	none	none	none	none	none	none	1547	ASNV01000007.1	1531	2828	0	100	ASNV01000007.13660.15190	Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;Candidatus Hydrogenedens;Hydrogenedentes bacterium JGI 0000077-O16	0	18	28	0
